name	                                                                         | type	              | in_shapes        | out_shapes	
vlm_with_expert.vlm.model.vision_model.encoder.layers.8.self_attn.out_proj       | Linear             | [(1, 1024, 768)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.8.mlp.fc1                  | Linear             | [(1, 1024, 768)] | [(1, 1024, 3072)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.8.mlp.fc2                  | Linear             | [(1, 1024, 3072)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.9.self_attn.q_proj         | Linear             | [(1, 1024, 768)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.9.self_attn.k_proj         | Linear             | [(1, 1024, 768)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.9.self_attn.v_proj         | Linear             | [(1, 1024, 768)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.9.self_attn.out_proj       | Linear             | [(1, 1024, 768)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.9.mlp.fc1                  | Linear             | [(1, 1024, 768)] | [(1, 1024, 3072)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.9.mlp.fc2                  | Linear             | [(1, 1024, 3072)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.10.self_attn.q_proj        | Linear             | [(1, 1024, 768)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.10.self_attn.k_proj        | Linear             | [(1, 1024, 768)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.10.self_attn.v_proj        | Linear             | [(1, 1024, 768)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.10.self_attn.out_proj      | Linear             | [(1, 1024, 768)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.10.mlp.fc1                 | Linear             | [(1, 1024, 768)] | [(1, 1024, 3072)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.10.mlp.fc2                 | Linear             | [(1, 1024, 3072)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.11.self_attn.q_proj        | Linear             | [(1, 1024, 768)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.11.self_attn.k_proj        | Linear             | [(1, 1024, 768)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.11.self_attn.v_proj        | Linear             | [(1, 1024, 768)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.11.self_attn.out_proj      | Linear             | [(1, 1024, 768)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.11.mlp.fc1                 | Linear             | [(1, 1024, 768)] | [(1, 1024, 3072)]
vlm_with_expert.vlm.model.vision_model.encoder.layers.11.mlp.fc2                 | Linear             | [(1, 1024, 3072)] | [(1, 1024, 768)]
vlm_with_expert.vlm.model.connector.modality_projection.proj                     | Linear             | [(1, 64, 12288)] | [(1, 64, 960)]
state_proj                                                                       | Linear             | [(1, 32)] | [(1, 960)]
vlm_with_expert.vlm.model.text_model.layers.0.self_attn.q_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.0.self_attn.k_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.0.self_attn.v_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.0.self_attn.o_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.0.mlp.gate_proj                      | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.0.mlp.up_proj                        | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.0.mlp.down_proj                      | Linear             | [(1, 241, 2560)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.1.self_attn.q_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.1.self_attn.k_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.1.self_attn.v_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.1.self_attn.o_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.1.mlp.gate_proj                      | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.1.mlp.up_proj                        | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.1.mlp.down_proj                      | Linear             | [(1, 241, 2560)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.2.self_attn.q_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.2.self_attn.k_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.2.self_attn.v_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.2.self_attn.o_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.2.mlp.gate_proj                      | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.2.mlp.up_proj                        | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.2.mlp.down_proj                      | Linear             | [(1, 241, 2560)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.3.self_attn.q_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.3.self_attn.k_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.3.self_attn.v_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.3.self_attn.o_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.3.mlp.gate_proj                      | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.3.mlp.up_proj                        | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.3.mlp.down_proj                      | Linear             | [(1, 241, 2560)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.4.self_attn.q_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.4.self_attn.k_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.4.self_attn.v_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.4.self_attn.o_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.4.mlp.gate_proj                      | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.4.mlp.up_proj                        | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.4.mlp.down_proj                      | Linear             | [(1, 241, 2560)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.5.self_attn.q_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.5.self_attn.k_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.5.self_attn.v_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.5.self_attn.o_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.5.mlp.gate_proj                      | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.5.mlp.up_proj                        | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.5.mlp.down_proj                      | Linear             | [(1, 241, 2560)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.6.self_attn.q_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.6.self_attn.k_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.6.self_attn.v_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.6.self_attn.o_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.6.mlp.gate_proj                      | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.6.mlp.up_proj                        | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.6.mlp.down_proj                      | Linear             | [(1, 241, 2560)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.7.self_attn.q_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.7.self_attn.k_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.7.self_attn.v_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.7.self_attn.o_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.7.mlp.gate_proj                      | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.7.mlp.up_proj                        | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.7.mlp.down_proj                      | Linear             | [(1, 241, 2560)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.8.self_attn.q_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.8.self_attn.k_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.8.self_attn.v_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.8.self_attn.o_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.8.mlp.gate_proj                      | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.8.mlp.up_proj                        | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.8.mlp.down_proj                      | Linear             | [(1, 241, 2560)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.9.self_attn.q_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.9.self_attn.k_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.9.self_attn.v_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.9.self_attn.o_proj                   | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.9.mlp.gate_proj                      | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.9.mlp.up_proj                        | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.9.mlp.down_proj                      | Linear             | [(1, 241, 2560)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.10.self_attn.q_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.10.self_attn.k_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.10.self_attn.v_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.10.self_attn.o_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.10.mlp.gate_proj                     | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.10.mlp.up_proj                       | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.10.mlp.down_proj                     | Linear             | [(1, 241, 2560)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.11.self_attn.q_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.11.self_attn.k_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.11.self_attn.v_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.11.self_attn.o_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.11.mlp.gate_proj                     | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.11.mlp.up_proj                       | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.11.mlp.down_proj                     | Linear             | [(1, 241, 2560)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.12.self_attn.q_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.12.self_attn.k_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.12.self_attn.v_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.12.self_attn.o_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.12.mlp.gate_proj                     | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.12.mlp.up_proj                       | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.12.mlp.down_proj                     | Linear             | [(1, 241, 2560)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.13.self_attn.q_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.13.self_attn.k_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.13.self_attn.v_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.13.self_attn.o_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.13.mlp.gate_proj                     | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.13.mlp.up_proj                       | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
vlm_with_expert.vlm.model.text_model.layers.13.mlp.down_proj                     | Linear             | [(1, 241, 2560)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.14.self_attn.q_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.14.self_attn.k_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.14.self_attn.v_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 320)]
vlm_with_expert.vlm.model.text_model.layers.14.self_attn.o_proj                  | Linear             | [(1, 241, 960)] | [(1, 241, 960)]
vlm_with_expert.vlm.model.text_model.layers.14.mlp.gate_proj                     | Linear             | [(1, 241, 960)] | [(1, 241, 2560)]
